text,label
The best soft serve hands down...no further explanation needed!! Every flavor...those that are constant or those that change weekly...LOVE. THE. BEST.,1
Best home made style ice cream. I stop by any time I am near Sidney and make special trips from my home 13 miles away from time to time.,1
"Definitely have to check out their facebook for the flavor of the week! We were there for coffee flavored and it was delicious. I have to go back to check out the lemon, as I have heard wonderful things about it. Definitely worth the drive if you're looking for something different than custard",1
"Much better than Champaign's Jarlings. Better service, better ice cream, and the lines usually significantly shorter. Worth the drive!!",1
Basically the best thing since sliced bread. Definitely worth the trip outside of Champaign!!,1
"I LOVE the Dairy Barn. 20 minutes east of CU, this is the picture perfect small town ice cream place. Outdoor, order at the window and sit on the picnic tables under the festive outdoor lighting to enjoy your soft serve treats. Chocolate and vanilla always available, with a rotating special third flavor (I love mint week!). There are always special tornadoes (think blizzard) to match the flavor of the week. I also recommend the raspberry truffle tornado; raspberry flavored ice cream with magic shell-like dipping chocolate mixed in. If you want a short journey and some awesome ice cream, go to Sidney Dairy Barn! Update: I love Dairy Barn. It should have 5 stars. What's my problem?",1
"This is still the best soft serve I know, in the world. My favorite flavors are mint and cherry. Their flavors are subtle, mild, and the cream is not overly sweet. Lately, the ice cream I've had at other ice cream establishments has been so sweet that it's actually inspired this positive review. I once finished a quart of Sidney Dairy Barn ice cream, in an afternoon, by myself. At other places I'll only have a small cup and I'll feel sick and renounce ice cream for a month -- how depressing. I don't know what else they do differently, but the milk is fresh and the flavors are right. It's basically a stand in the middle of corn fields - at last that's how I remember it - and they're only open during the summer. I always go out of my way to come to Sidney Dairy Barn and it's always a trip worth taking. P.S. CASH or CHECK only.",1
"This place is the bomb, and absolutely the kind of place that makes it worth searching around for the best local joints on a road trip. We spotted it on a hiking trip and made a stop on our way out, and it was flat-out amazing, as you could probably guess based on the long lines stretching out at dusk. The service was incredibly efficient for such a tiny joint, and they had a good selection of flavors; but the food was the real attraction, amazing ice cream desserts made from that fresh country cream that you can taste the minute it hits your tongue. It's also got 1970s prices, which makes the massive sugar rush all the more worthwhile.",1
"GREAT ice cream! It's a frequent trip for us from St. Joe. Don't be surprised by long lines, but they have a good routine and send the orders out very timely. You can't compare it to Jarlings, as that is frozen custard, but it's still very tasty. I like that the Facebook page posts their flavor of the week. Hope they stay around a long time!",1
Great little ice cream stand in Sidney. Delicious and inexpensive and excellent service from friendly staff! I highly recommend a stop and you too will be hooked!,1
"A local favorite! Very worth the drive, they are more than happy to make you whatever you can dream up! Like most soft-serve/custard places, they serve their regular flavors and a flavor of the week. Creme de mint is so tasty! But so are the fruity flavors. You can also catch the Moo-mobile at the Urbana Farmer's Market and other local events. I like their ice cream sandwiches but when I visit the Sidney location, only a chocolate dipped cone will do!",1
"Pro-tip: Definitely give the rotating ice cream flavors a try - they offer samples! The double scoop is worth the money if you're sharing with someone. Highlights: The female workers the night we went were super nice and so honest with their opinions about the ice cream flavors. They let us sample a few of them and then gave us the biggest double scoop! For sure worth $6. The ice cream itself was insanely good, very creamy, rich, and actually better than a ton of ice cream shops in the area. Lowlights: Some of the ice cream flavors on the menu weren't actually available which was a little disappointing.",1
"Great spot to drop by after a long day of volleyball and a good dinner. Convenient that they have boba drinks, ice cream, shakes, etc - something to please everybody! The girls opted for a Taro Milk Tea and the Butterfly Strawberry Lemonade - both with boba. I chose the Chocolate Crumble Ice Cream cone. Everybody was happy with their choices & enjoyed the late night refreshment. If you haven't tried it out & your in the Tempe area, give it a shot & see what you think!",1
Nicely decorated spot for sweets and drinks! Good place to catch up with people or a quick stop to treat yourself. Got Vietnamese Coffee and Tiramisu ice cream and we LOVE the Vietnamese coffee! So good and strong with coffee flavor. Matcha Immuni-Tea: matcha was light but good if you like green tea. Butterfly Rose Lemonade: pretty and a refreshing drink. Would recommend!,1
The rose milk tea latte is my wife's favorite in AZ. I enjoy their immunity-teas. Haven't had an item I didn't like yet. Plenty of parking and seating at this location. The ice cream looks great too but I don't have much of a sweet tooth to try. Looks like you can get it mixed with your favorite cereal.,1
"Rewind has a trendy look, but the beauty isn't just skin deep. This is my go to boba place when I'm in Chandler. Layered drinks like the rose milk latte aren't just eye-catching on Instagram-- they're also delicious! I've tried their milk tea and their fruity tea, and they do both well. I would definitely bring anyone here, because they serve things like ice cream and can please people who don't like/aren't willing to try boba. It's also a little cheaper than some other boba places around here. Every time I've been here, the staff have been exceptionally nice. That, coupled with how quickly they make drinks, is what really makes them a five star establishment in my eyes. They also have a good variety of flavors, including non dairy and caffeine free choices, and the ability to customize sugar levels. Someday I'll get ice cream here, but their tea is so good that I haven't been able to not order it!",1
"I scrolled through Google to find the closest Boba place and found Rewind. It was so worth the 15 minutes! I LOVED EVERYTHING I ORDERED. The staff was so kind and friendly, the atmosphere was so calming. A good place to sit down and enjoy your boba. The decor is so aesthetically pleasing. It was so delicious, I almost cried it was gone. The rose milk latte was so fresh and sweet which is how I love my boba. I also tried the house coffee with rose cream (not pictured) was so good and refreshing. It was Literal perfection! I cannot wait to come back!",1
This ice cream was exceptionally good. I would so come back here next time I'm in PHX. Think of getting soft serve ice cream mixed in with you favorite cereal... this is the place to go!,1
"I love coming here. It's the first boba place I went to after moving to the valley. Their customer service is amazing, everyone is super kind every time. They have so many options. Delicious locally made ice cream with vegan options! The establishment is always clean and picture ready. There's not enough nice things to be said about Rewind.",1
This place was delicious! They had lots of vegan options. I didn't know vegan ice cream could taste like the real deal. They also had lots of options of non vegan ice cream as well. You can taste test them if you'd like. It's a little pricier but worth it!,1
Great service! Not your average ice cream stop but work a stop to try something different. Fun choices for kids and adults,1
"Craving some bubble tea? Be kind, visit Rewind! This shop is in the same plaza as Pokitrition, Culver's and Firehouse Subs so you can can get some food in addition to drinks and dessert if you so desire. The menu has a plethora of ice cream and bubble tea options. I opted for the brown sugar milk tea, mountain green immuni-T and a lychee peach green tea. I enjoyed every drink! The brown sugar milk tea had a good balance of sweetness + creaminess and had a hint of caramel undertone in it. I wanted it with boba but unfortunately it would have taken 30 minutes for them to make it. I personally think if you're a bubble tea shop you should always have boba ready and waiting for the customer during business hours, especially if the only mix in options for your drinks are boba or crystal boba. The immuni-T was filled with fresh ginger, lemon and honey. It was cool and refreshing with a bit of a kick to it from the ginger. I also enjoyed the lychee peach green tea, a delicate tasting and lightly sweetened drink. Service was good and I was happy with the sweetness amounts the bobarista recommended for each drink. I'll be back to try more if I'm in the area.",1
"There is a lot of variety at Rewind, from soft serve with mix-ins, various sweet tea concoctions, and scoop ice cream. I tried a vanilla swirl with Reese's peanut butter cups mixed in - kind of like a Blizzard at DQ, with banana slices on top. The ice cream was quite sweet. The presentation was nice with bananas strategically placed. It was very soft and started melting over my cup almost immediately even though it was a cold day so prepare to start eating right away.",1
"GREAT LOOKING ICE CREAM Went right up to the counter to order. There are many yummy sounding ice cream combinations but I got the Minion's Treat. I also decided to get the Thai Tea Crush. There were a lot of people that ordered before me but everyone's ice cream came out in a timely manner. The ice cream gets blended with your choice of mix-ins. Personally I thought there was not enough mixed in as not every bite was flavorful. Even though every bite was not packed with bananas and Frosted Flakes, it was still good. The Thai Tea Crush was good but a bit watery for me. Overall, try it out if you want a cold instagramable looking treat.",1
This spot is definitely in my top 5 for Thai tea. I ordered my Thai tea at 50% sweetness and I'm happy I did because their boba was surprisingly pretty sweet which was a great surprise. Probably some of the best boba I've had. Thai tea had great flavor. My only complaint was the cashier taking the order. When we were ready to order he just looked at us and didn't say a word. Not sure what his deal was but he needs some more training on customer service. Gotta stop by here if you like Thai tea though.,1
"Dropped by Rewind on a weekday and was not disappointed in the least! I love strawberry matcha drinks and was so used to being able to find them all over the Bay. However, I hadn't really found a good place to grab one in AZ. I ordered the strawberry matcha with boba at 75% sweetness. First off, the boba was great! It had the perfect chewiness and was sweet without being overly sugary. Definitely a plus point here. The drink itself was good though the strawberry was a bit more artificial than I liked. It also was not as rich as I am used to so that was the only tiny critique I had. Overall, this place is cute and the drinks are delicious. Service is friendly as well. I will definitely be back to try other menu items including the ice cream which looked scrumptious! In regards to Covid, it was great to see everyone wearing masks. There is seating outside with spaced tables if you would like to brave the heat and sip your drinks before heading home. Parking is quite easy within the complex so you can attempt to drink your tea in the car instead of melting as well.",1
This is a very popular place. There was a lot of foot traffic in and out which was a good sign. They have a simple menu and easy to understand. Ambiance inside was nice and bright. Seating is limited. There is outdoor seating but very limited as well. The staff were great. They explained the menu what the new flavors were and the wait time for everything. They provide samples if needed and the amount of ice cream is a good amount. The shakes are great even the coconut I was great in place of vanilla. It would be good to have more flavors available for the shakes. There are a good amount of choices for the boba. Looking forward to coming,1
"Rewind is a matcha specialty cafe which I was really excited to try. I have been here for both ice cream and boba drinks. They have both soft serve and hard scoop artisanal varieties. I ordered the Matcha Madness soft serve which came with chocolate shavings and picky sticks. I found the matcha flavor to be bland unfortunately. The hard scoop ice creams are not available in matcha flavor. On to the drinks, I ordered the strawberry matcha latte at the recommended 75% sweetness. The matcha flavoring was quite prominent, I was very happy with my choice. I would like to try the Matcha Americano next. I also had the Butterfly Strawberry Lemonade. Its colors were so beautiful I hesitated to mix it up but alas, must move forward. This drink is pretty unique in that none of the flavors are distinctive. If someone handed me the drink I would not have guessed it contained strawberries or lemons. It was a little too sweet for me at 75%, I would order 50% next time.",1
"So happy my brother and sister-in-law sent over a little surprise from Rewind. Now I have this place on my list. Drinks were super yummy. The Thai tea was delicious and is always a good drink to default on when you're having a hard time choosing from all the other milk teas. I'll have to stop in to see the rest of the menu but I'm confident that they'll be just as good as the three that were delivered. Also, their quality does not lack as you can see from the photos. The drinks traveled well.",1
"One of my favorite local ice cream spot! They always shave delicious drinks, boba and coffee. My personal favorite order is the: vanilla ice cream infused with fruity pebbles and I usually add boba as a topping in a cup. Sometimes they get confused if you ask for boba as a topping, but ask for it in a cup and it should be ok! The brown sugar milk tea and rose milk tea latte are my go to drinks. Their butterfly rose lemonade is pretty good too! Very refreshing and perfect for Instagram pictures. They also have so many different matcha drinks!",1
"Been in AZ for 3 weeks now and have been impressed by all the tea shops around! From Rewind I went bold and got the matcha coffee, which I usually don't get when I go to tea shops that have them! Also went with a safe jasmine milk tea. The Jasmine milk tea at 50% sugar was perfect for my husband and I, whereas the matcha coffee at 50% sugar was too sweet. Will probably get 25% sweetness for that one next time but overall this place was really good!",1
"My husband and I were on our way home from grocery pickup and decided to get a quick treat from Rewind. After much deliberation, I decided on the Rose Milk Latte and my husband ordered the Hojicha Latte. The employees were friendly and speedy in getting our drinks made and out to us, especially appreciated during these times! My Rose Milk Latte was as expected; definitely had a subtle Rose flavor and at 75% sweet, was a good amount of sweetness ... I only ordered the smaller size last time, but would probably get the large next time. I had gotten my drink with the crystal boba which was pretty difficult to find. Not sure what the normal amount is but the quantity I received left me wishing there was more. The Hojicha Latte had a very distinct flavor, almost earthy. Probably would not get this one again but this drink had much more boba than mine. Overall, a cute litte spot. They have a variety of tea drinks, ice creams, shakes, and so on. More like a 3.50 star review for this experience but rounding up to 4.",1
"This place is so good! I love an ice cream place where you can customize your flavor and Dripps does that to perfection! The best part of it is they use cereal flavors blended into the ice cream and then you can add toppings to add to the delicious ice cream you created. I got the Captain Crunch Berries ice cream blend with gummy bears. Perfectly creamy ice cream that tastes freshly made with just the right amount of cereal flavors throughout the ice cream. The best part is they have a wide choices of cereals from frosted flakes to Apple Jack's to name a few. We also tried out a few of teas like the Matcha and the Rose tea. Both are delicious, not too sweet and very Instagramable looking! It's a must to add boba to the drink. Good here to get your treats on cause this place is one of the best in Arizona!",1
"YES YES YES! This place was so good. I had heard about it from a news article because of they way the ""drill"" the ice cream to mix and serve it. We went and I got an ice cream with cinnamon toast mixed in and brownie bites on top. My friends got milkshakes. It was all super tasty and delicious. I felt the portion size to price was affordable for the milkshake but I felt the price was a bit high for the amount of ice cream you got; although it was really tasty. My only complaint about this place, although it would only stop me if there were really long lines, was that the service was kind of slow. After ordering it took about 10 to 15 minutes to get our ice cream and two shakes. There was only one person before us that came in. The people who came in after us had to wait a few minutes before their order was taken. Again, it would not stop me from coming back and the flavor was really good but the wait time, I felt, is an area for improvement and maybe would push me away if there were long lines.",1
I was really impressed with my whole experience at Rewind! The employees greeted me with kindness and did a fantastic job in explaining the items on their menu. I ordered the matcha ice cream and it turned out to be very delicious. I also love the setting inside where you can get some pretty cool pictures. I wish more ice cream spots shared the same energy as the folks from Rewind do. I'll be coming back for more!,1
I'm impressed! Only had their drinks but both times it was very delicious. Had the matcha strawberry and pink crush. Decent prices and quality drinks!,1
i'm a fan! i stopped here for a quick dessert date with a girlfriend of mine and we both got one drink and one ice cream creation each! i decided to create my own using their vanilla base with fruity pebbles mixed in and topped with more fruity pebbles. it was soooo good. it was dense and creamy - loved that the ice cream didn't start to melt right away too. I also tried their Pink Cloud drink and presentation-wise it was 5/5. Unfortunately I didn't try it before my ice cream so I couldn't get the true flavor or taste of the drink. :( that just means i'll need to come back though! Would def recommend if you're in the area.,1
Rewind has super delicious drinks. I tried the sweet matcha with crystal boba (they ran out of black boba sadly) and it tasted just like it's from Japan! Staff was friendly and I can't wait to go back to try more of their yummy creations!,1
It's Valentines Day and me without a Valentine decided to treat myself with a big ol' ice cream cone. Not something I do often so this is big. I walk in and there's about 4 people waiting (6 ft apart) and the folks behind the counter were hoofing it! Their fabulous creations went quickly by and I give my order after a little wait. Hand made is worth a small wait. I've been here for tea though this time my Minions Favorite ice cream cone blew my socks off. Frosted Flakes in little pieces inside my ice cream groovy! You gotta try this place. I live in the neighborhood and supporting small businesses is a priority for me. I'll keep coming back because they're worth it!,1
Pretty fast service for this COVID19 situation w limited workers. The employees are super friendly and they have plenty of disinfectants when you walk in. Clean environment and the boba is amazing like always. Any matcha drinks and the brown sugar boba are amazing. I also appreciate the milk substitutes available.,1
"Weekend of firsts! Happened into this place because we tried the sushi burrito place in the same strip mall. Young lady explained the options so went with Minion's Treat (ice cream, Frosted Flakes, banana)...so good! Frosted Flakes are mixed into the ice cream along with banana. Whole think mixed together and topped with more flakes and few banana slices. Talk about decadent in a cup! Wife had the Thunder Buddies (Reese's Puff, banana mixed in and topped with almond slices, bananas and Teddy Grahams). So yummy and fun concept!",1
"I came here for the second time last week for bubble tea. The first time I visited, my brother and I came in to try the cereal-infused ice cream I had read about. I had ordered the Thunder Buddies and he ordered a Cookies and Cream shake. I'm not going to lie, I wanted to steal his milkshake after trying it!! Both visits, the staff was very quick to greet me and will offer to explain the menu if you haven't been there before. This time there was a girl working behind the counter and I asked her about the Brown Sugar Milk Tea sweetness. She had a sample that she was able to offer me and indicated that she could make it more or less sweet. The sample was the perfect amount of sweet! I went ahead and order that with boba added. I'm definitely a fan and would come back and try it again!",1
"Drinks were quickly made and very tastyy, cured my boba cravings l. The shop was cute inside as well :))",1
"We usually come to this place to eat ice cream. Their ice cream is so good, it doesn't have egg smell like other ice creams.",1
"My dilemma coming here is always if I should get ice cream or a drink (and should I get that drink with boba). Today I got ice cream with cocoa krispies (its blended into the ice cream- yummy and unique), topped with graham crackers and honey drizzle - so good! Perfect for hot day too. My husband got the Cookies & Cream which he really enjoyed. The staff here is friendly and helpful when it comes to giving suggestions. This has definitely turned into one of my favorite dessert spots. I look forward to coming back and maybe trying a drink next time.",1
"Absolutely great sweet matcha latte here. I will be coming here constantly. They have a rewards program as well. Boyfriend got the banana butterfinger vanilla cone and he likes his as well (he's pretty picky, glad they didn't mess up his ice cream ). Good customer service as well! Thank you guys!",1
"I'm a big fan of Oreos and when given the chance, will mix that into my ice cream 9 times out of 10. This is hands down my favorite place for Oreo ice cream. Dripps does it different. You can choose a cereal or cookie and they will crush it into the ice cream in the shop. What you end up with is this thick, creamy concoction of your favorite mix in + ice cream that stays true to taste! I've tried their ice cream and a few of their drinks and liked it all!",1
"So aesthetic and delicious ice cream! My boyfriend and I shared the cookies and cream ice cream in a cup and it was very good. My second time going I got the vegan coconut ice cream so people who are dairy free like me can also enjoy! I got the coconut ice cream as a base, Oreos as my mix in, and cookie dough as my topping and it tasted SO GOOD. I recommend getting things in a cone because it seems you get more for your money",1
Delicious vegan ice cream and drinks are so aesthetically pleasing! The interior is cute and great place to just hangout.,1
Visited from Cali- it's the only boba place I went to in AZ and I miss it! Really wish they had one here too,1
"I'd like to start off by saying I've been here 3 times in the past week. Each time, I got a different drink and each one was excellent. The service has been great, all the people I've seen working have been kind and it's very clean and cutely decorated inside! The vegan options are awesome and I'm so happy that a lot of their popular drinks are dairy free by default without having to ask. I love floral flavors like lavender and rose, so their rose milk latte is amazing and their honey lavender ice cream is PERFECT, Most places never put ENOUGH lavender into things, but this had great flavor. I've brought my wife and also recommended to my coworkers, we all work up the road. Please consider coming to Gilbert/Mesa so I can enjoy closer to home!!! Love this place.",1
"I have been meaning to try Rewind after realizing how close it was to Pokitrition. They serve boba and ice cream (have to go back for the ice cream!) but the boba I had was amazing. Against my better judgement, I had a blended boba tea rather than my usual milk tea. I got the Brown Sugar Crush. Absolutely delicious. VERY sweet, but delicious nonetheless. If you have a sweet tooth, this might be the drink for you. In addition to boba it has custard at the bottom of the drink, which I normally get as an additional add-on. Will be going back for sure! Gotta try that ice cream next!",1
"Okay I am Dripps regular now and I have to go with 5 stars. Be it their ice cream or tea they are incredible. Not only do they boast of Instagram worthy pics but they are unbeatable in the taste wise too. They are sisters from Pokitrition and must say they know what works. Eat at Pokitrition and get 20% off at dripps. I have tried their thunder, Oreo, minions icecreams and each one is different from the other and totally good. Their rose milk latte is my fav, the Flavors are so good and it's definitely for the rose lovers. Overall a must place, though their price range is over the top, it's definitely worth it.",1
"Well - they don't scrimp on the toppings like DQ has been doing lately. I drove by here when I missed my turn into the Whole Foods parking lot and decided that I needed to go in and check out the ""craft"" soft serve ice cream. Especially when I read so many good reviews from other yelpers. I don't normally get a milkshake when I get ice cream, as they are so quick and easy to drink that they don't last long enough for me. But I decided to get one here as the pictures I saw made them look soooo good. I went with Oreo as my topping and chocolate ice cream. I saw the clerk put a huge scoop of ice cream in the drill machine with a big pile of Oreo cookie crumbles and some milk, and it looked like I would be eating for days. But after it was all blended, it went into a 12 or 16 ounce cup with an inch on the top for her add even more Oreo chunks, so there was not a lot of shake. It would have been great if she had given me the sidecar like you get in the metal containers at diners rather than just throw out the yummy leftovers. And I never thought I would say this, but it was just too much Oreo for me. I also think I missed out on the yumminess of the high fat ice cream experience that everyone talks about by having it put into a milkshake. Next time, and there will be a next time, I'll get an ice cream cone, maybe with Reese's mixed in.",1
"<a href=""/redir?url=http%3A%2F%2FBomb.com&s=716853a54974befb18bd2a2079d876386c9ebd876290947c699fc1e3eaccf129"" target=""_blank"" rel=""nofollow"">Bomb.com</a> Try the fruity pebbles milk shake. It is absolutely amazing. The soft serve is good too. We tried the coco puffs mix and it did not disappoint. The location is clean and instagram worthy.",1
"I had tried this whole cereal mixed with ice cream craze in LA a few months back and was so stoked to see it pop up in AZ! I'm a fan of boba and my girlfriend loves cereal and ice cream so we were excited to check it out. The best of both worlds. The shop is new - really cute and definitely hit the mark when it comes to an instagrammable vibe. Neon sign on the wall, pretty drinks, ice cream with toppings, they know what they're doing. I saw lots of photos being taken. Service was incredibly friendly. We were asked if it was our first time and given a quick rundown of both menus: the ice cream and the tea/drinks. I went with a 16oz milk tea and added boba ($.50). My girlfriend got captain crunch ice cream in a cone topped with strawberry and sprinkles. The milk tea was average and the boba was solid. It was a little too sweet for my taste. Other places will let you pick your sweetness flavor.. didn't get the option here but maybe you just have to ask? It wasn't bad but I'd probably stick to ice cream next time if I'm going to get a lot of sweetness anyways. That's just my personal preference though! They have some really pretty signature drinks (rose milk tea, some type of lemonade) so there are other options on that front. The ice cream flavor was spot on and really tasty. You get a large portion of ice cream so don't be afraid to share, and don't feel bad if you can't finish. There were a couple larger chunks of cereal on the ice cream that tasted a little stale but overall it was quite the treat. We will definitely be back again after they have been open a little longer to try more items.",1
Love love love! I can't believe I never popped in before! The hostess was super nice and gave us a lot of info on everything! We got the minions treat and it was superb. I wasn't sure if I'd like the cereal topping but surprisingly it tasted really good with the ice cream. I'm definitely going to return!,1
"YUM! I went when they offered a BOGO free scoop of their ice cream. It was delicious! If you've ever been to Carmela in LA, I would say this is very similar and better than Salt and Straw. You can taste the yumminess and real flavors. Wasn't too creamy or lacking in flavor. Just perfect combination. They are allowing you to sample so I ended up choosing lavender and raspberry chocolate truffle. Delish! Girls working were super nice and helpful though they seemed a bit overwhelmed by the customers coming in and didn't have their groove exactly down. The place is small and cute and has seating inside and outside. There's a bathroom in the back. Lots of parking and other places to eat in same plaza. I wouldn't mind going back. Its only $4 a scoop so not bad on pricing either. Also, great customer service cuz when I got my ice cream I saw what looked like a hair but wasn't exactly sure so I asked the girls and they weren't sure but offered to remake right away which I thought was really great service:)",1
One of my fav dessert places. Really cute and chic Staff is always friendly Love all the ice cream options My fav drink is most definitely the matcha strawberry latte.. sooooo goood !,1
"So I'm a matcha green tea fan and it's so hard to find around here! But little did I know that there's this place hidden in the cuts of chandler, REWIND! It's one of the only places that has a huge variety of matcha infused drinks!! I drive 22 minutes just to have a taste! Can't wait til they open up another location in Scottsdale!!! La Vida Matcha!",1
Loved this place. I had the milk rose latte with coconut milk. They do different percentages of sugar! Also can't wait to go back and get their brown sugar test,1
"Love that they have vegan options! Seriously some delicious and unique flavors, awesome toppings, and a wide array of sugary treats that could fit anyone's needs.",1
I'm from the Bay Area and my parents just moved to the area. This place popped up and all the drinks and ice cream desserts looked so good! I ordered the Strawberry Matcha Latte and my boyfriend ordered the Butterfly Rose Lemonade. It was pretty packed on a Sunday Night at 7 pm. The staff was very friendly. This place is so cute! Modern and Chic Decor. Definitely a lot of photo ops lol The Strawberry Matcha Latte was delicious and aesthetically pleasing. It tasted just as good and identical as Boba Guys back home. I tried my boyfriends Butterfly Rose Lemonade and it was very refreshing as well. I'm not a fan of Rose flavored items but the Lemonade definitely overpowered the hint of Rose. I'd definitely come back. Everything just looks so appetizing and pretty.,1
Fun place to try different flavor combos. We had chocoholic and frooty tooty and loved both. Waffle cones are fresh and yummy as well. Service is great!! Very clean.,1
"Dripps is a deeeelight! Ever since I saw their sign go up with the words soft serve + tea, I've been so excited and anxiously waiting for them to launch. I was hoping they would specialize in Asian drink teas and boba as we don't have anything like that in this particular corner of Chandler, and to my pleasant surprise, they do! I popped by during their grand opening night where they were offering Buy One Get One on all ice cream and drinks. It was a bit of a wait but well worth it. I decided to get two drinks to try, and it was so hard choosing as ALL the drinks sound and look amazing. Got the Strawberry Matcha latte and Rose Milk Tea. Both so good, with the Rose Milk Tea being floral and sweet (best when mixed) and the Strawberry Matcha having delicious fresh strawberry pur̩e at the bottom. Can't wait to try their other concoctions like Matcha Cold Brew and Roasted Green Tea Hojicha latte! Their decor is *aesthetic* af and there are plenty of spots to get a good snap of your pretty drinks and cones. I especially love the tropical wallpaper and hexagonal marble tile in their kitchen area!! So pretty. Can't wait to come back and try the soft serve - I saw on insta that they have extended their BOGO deal for a few more days (show that you're following them on social media to redeem!) so I might have to go back and get a cone! (Summer's over and so is my theoretical summer bod lol)",1
"Great service, pretty atmosphere & delicious boba drinks. They're hardworking here and make amazing drinks! Totally recommend :)",1
"The matcha ice cream was AMAZING! The matcha bubble tea was okay but better to go for 75% or 50% sweet. Tip, mix the matcha ice cream with pecan, you won't regret!",1
"My favorite shake spot! I don't know what it is but im addicted to the shakes here, I tried replicating my favorite shake at home (the strawberry shortcake one) and man it just wasn't the same I don't even mind though because paying for the shakes here is definitely worth it",1
"This place was so yummy, worth the price they give you so much ice cream, also it doesn't hurt that the location and food is aesthetically pleasing. Would definitely go back to try more flavors and drinks.",1
"The Iced Matcha Latte was what caught my attention. Unfortunately, there is only one size for that particular drink 16 oz. Hint, hint make 24 oz available for coffee/matcha lovers like me! They also have ice cream with a variety of cereal and toppings you can blending into your ice cream. I haven't had a change to try it yet. Looks interesting, but I am more of a sweet drink person. Cute decor in the shop an friendly staff.",1
"Best. Boba. In the area. I moved here from the OC which has the best boba on the west coast, don't @ me. So I searched a whole YEAR to find a decent boba place and I had settled... UNTIL I DISCOVERED REWIND. Their menu is small but everything is soooo good. The drinks are delicious and aesthetically pleasing. They have ice cream too which looks delicious and they have a really cute cereal concept, but I hardly ever veer away from my usual Matcha with Strawberry boba (10/10 recommend) They let you choose your sweetness level too, which is a huge plus. I've tried the Thai Tea, Rose Tea, and Brown Sugar and they're all delicious. The only thing is that they're usually understaffed and getting your drinks takes a while which can suuuuck especially with COVID, but it's still 5 stars for me.",1
